msa,state,size_rank,hvi_2010,hvi_2011,hvi_2012,hvi_2013,hvi_2014,hvi_2015,hvi_2016,hvi_2017,hvi_2018,hvi_2019,hvi_2021,hvi_2022,hvi_2023,hvi_2024,area_name
"St. George, UT",UT,249,174033.87701326434,168450.55639299017,177146.05528495729,198966.52061702262,220440.3522918763,237999.40659783772,254494.30288422128,276889.93776246835,307167.89571461576,330593.3952285172,451064.01418215694,538356.8376513546,520010.6510423147,524984.0641537702,St. George
"St. Joseph, MO",MO,343,110559.16167705275,107454.21153378964,107419.5240033507,112355.08314050565,115736.33257021774,115257.99817897774,118913.67630847204,121459.48160059622,125867.2786756862,132383.84630755888,159863.196726255,173653.1225344302,177736.17185474862,185925.3292545214,St. Joseph
"St. Louis, MO",MO,21,155060.00490309318,145730.25920290305,139984.52010993558,141685.7925106132,145407.8464385936,150415.71709571587,157835.015796714,165105.52251804864,172446.8016448992,179138.6668610754,212861.24873132826,233615.21579373768,243791.05566291002,254870.9899320502,St. Louis
"St. Marys, GA",GA,576,138421.90420304774,129131.51891786481,126881.4551943206,134554.6836048402,142376.86099031655,148369.89865090253,154749.04223407104,161117.9223991319,170431.48243757282,177927.43905238295,222355.46273022788,261485.78436234043,283667.0283787272,297394.5298518767,St. Marys
"Starkville, MS",MS,529,169806.87427983157,169142.22024789415,176876.42000250786,185572.9331634182,178958.70804463894,170925.67237404603,171162.8626761787,177325.9986646803,180397.18399038244,186992.69981712886,204814.1436545949,223498.17825727232,226096.6168084724,236626.06987672497,Starkville
"State College, PA",PA,273,189417.6703776497,184041.2459120497,190775.93914655191,196429.53099251768,200359.6358466933,208187.02646381734,215129.2224604258,224279.21136537768,234721.00086263285,248488.19255990555,283221.4705849636,302159.7128772568,316457.09170339146,326196.03626435477,State College
"Statesboro, GA",GA,453,127736.36010603548,119730.43859319971,118319.37627388137,125982.17048422592,131353.8951171371,134493.6257594353,137549.85400425832,142861.9063779799,150576.84821623485,156615.15117711027,188344.8012771459,222777.0715948585,245537.26885949075,271695.65734304476,Statesboro
"Staunton, VA",VA,338,159258.6714329793,156011.02845275248,158120.84208550805,164502.81747972316,174223.23646875855,182373.1983983106,186397.54706037522,192600.52350006727,201091.20091729876,214464.17855951912,254945.63229820118,283370.87816623796,290051.16714821744,302614.6814253077,Staunton
"Steamboat Springs, CO",CO,867,382516.0672689833,369598.2591283784,373691.0331214529,390779.7411596387,404675.07049758505,423607.6133867851,462550.96940143313,500519.2607147875,533515.9147654915,571146.5530356223,781120.864015136,986490.2967219249,1002356.9512647269,1071511.0773971945,Steamboat Springs
"Stephenville, TX",TX,680,138895.55748546217,137354.980489035,139565.38476116673,143755.91270651369,153649.22511296082,162563.3938854859,171218.35916540775,176484.18782329978,186360.98313233434,198661.26393121123,251653.753513495,300630.6408366706,315843.559805501,326514.2974204165,Stephenville
"Sterling, CO",CO,890,109643.97219308447,105698.38749387006,107033.60798682377,110336.88852616173,115046.02492522747,122274.51031470684,133040.78577085832,141286.59097207125,153816.38293539704,165761.63237895898,204195.45130297742,233514.61739732287,236772.40839384985,240051.2884325911,Sterling
"Sterling, IL",IL,560,98274.8161363284,96412.26938934055,96049.07718531712,94208.60130695981,93815.96091535898,96293.1671167361,97650.98265226492,95771.03397608623,93946.25165052131,93596.28159352463,109899.67402752931,116812.38247641789,124065.20085638428,128132.24064471592,Sterling
"Stevens Point, WI",WI,485,137013.5025903003,135949.41997139002,136530.27677575036,142445.59215992977,152945.8298716708,158659.80393518356,167066.3277487017,176000.65613882194,185516.16047933858,197545.55327705175,229683.3067314766,245158.9088137151,261723.57377354553,273109.5777156431,Stevens Point
"Stillwater, OK",OK,444,121533.35253806417,120274.52349229372,122531.41644015047,127772.55831102049,132916.10112709063,140104.09495238596,145825.98461763168,148334.62190149576,154831.31803182227,161491.58325914724,187880.31982479876,206580.4733191006,213428.5990829578,221087.51261430257,Stillwater
"Stockton, CA",CA,77,178578.0867428038,166528.94140809475,165322.6332851829,203480.0638566844,252401.7398054948,277742.4077007346,307314.7322525947,338123.5475967776,370569.09120325936,386932.8439937146,484930.60200968914,549192.8426001841,526689.9892882151,541605.9472829452,Stockton
"Storm Lake, IA",IA,903,92222.11007054949,92821.57516342774,93597.27160458388,96716.1124389145,103105.5287368463,105264.98219517269,109049.59507402209,112403.77813382591,118980.91391467753,126765.82955415371,147591.72327926158,166269.8112631246,173723.1618705669,180590.4957727409,Storm Lake
"Sturgis, MI",MI,532,99776.9017370442,97753.60593344901,98272.18926472477,101450.94355575983,105002.31392766796,109076.59941469587,116553.30818289006,123602.70112325253,133930.1762416999,142374.87065256102,173760.07447154648,190179.84820592185,190171.0180175373,200290.45618588725,Sturgis
"Sulphur Springs, TX",TX,745,,,,,,,163873.96407346622,174336.03268004043,180249.75591808496,189941.17836503024,248975.1363356863,281126.0024682741,284456.5533024297,272840.7219796097,Sulphur Springs
"Summerville, GA",GA,868,81244.65397437675,75965.87471311558,75797.15249171027,78414.04448302364,85123.20625019488,87622.42760801675,91137.2436240822,91536.98292487611,96147.88578477461,108481.45520388651,143653.67295777696,167360.05580308553,168949.72515040808,173879.22111377964,Summerville
"Sumter, SC",SC,314,131009.07394557707,126902.33490410686,125068.75231216359,125120.33099614485,126516.85850281733,127990.51582700631,129970.61146170442,131592.78007862606,138137.17180322812,152828.53149777747,174977.9706033305,190110.1198646186,197322.28949758146,203108.63643076786,Sumter
"Sunbury, PA",PA,415,97247.26673381065,96022.98022464469,97081.45863764563,99191.68088627969,101818.7288880465,105657.25774488634,107713.38141146667,106689.09890823298,115025.26394964043,118432.66615046111,138352.90861861897,138717.8500330648,141331.75025313577,142356.06753286804,Sunbury
"Susanville, CA",CA,793,119916.6221809865,116249.62026259392,119887.08629399077,123445.36393971578,125057.160461017,128680.48592211248,143713.2113285515,156916.79277736825,171201.17549429165,179729.32027761138,219113.26068350265,228947.2237499527,228899.4943325294,225803.20324023286,Susanville
"Sweetwater, TX",TX,933,89925.9715273722,88826.29010286415,90150.26387533662,94657.99988660884,103419.52784537095,110656.08404442201,115369.93262428996,113772.04540904779,113124.28160087724,119127.87852980195,131307.92798829675,132607.06412396373,122721.16523080827,116254.8113027431,Sweetwater
"Syracuse, NY",NY,91,122533.50399733882,120219.00640923179,119414.22808135538,120744.34497013812,122594.26919434285,124978.3624464954,128602.99526226881,131910.0061147116,137940.00144163982,144078.46500443993,174607.65490878976,192766.74158979402,208665.96416820757,231471.43159618718,Syracuse
"Tahlequah, OK",OK,626,105738.69562390425,106133.6520844075,107247.09546874021,108599.46736391533,109562.14575743618,111182.92858807881,113796.999463964,115693.5348021501,115804.5937577196,118128.41603153094,157106.58091120372,181315.3114653429,190043.86184911846,194188.343626069,Tahlequah
"Talladega, AL",AL,443,99286.84225305695,95919.66430092811,95920.43513057196,93032.14507901279,93907.13783562568,94151.52632995312,98120.65237221739,101385.37446133996,109260.93445649836,113891.51999482406,148524.47835838827,162476.95161522998,162462.16824803824,168692.96626720414,Talladega
"Tallahassee, FL",FL,145,162793.90789839745,148965.8027156958,142706.95111097084,144789.37399927582,149552.65435104983,153893.6610018472,162211.04090554942,170137.2931907397,179516.38471583297,189716.81844236844,228278.12507805318,257535.52398945115,270024.32178914064,279808.9144463011,Tallahassee
"Tampa, FL",FL,18,137632.59915355474,122203.6415107563,119912.79409686389,134516.91706156565,150377.89708943083,162949.11703951863,180528.22747561135,198277.82566300154,215133.34179604307,227575.66865437082,291192.1317940268,367506.0359314002,377090.65386141784,382942.43403933215,Tampa
"Taos, NM",NM,777,,,266972.22694837407,284759.2334421409,287800.5857749552,295798.39625407016,319022.07037057244,327129.97350835905,340050.4246704954,349525.4445037758,436936.5799016526,483471.67451965803,484147.08114161127,454060.26632159174,Taos
"Taylorville, IL",IL,781,81259.7545156585,81253.47552304185,80924.19685755843,80892.85659287451,81083.1799683282,81334.38141074119,85023.50610116772,83296.11337465567,86524.04622151166,89654.05182441027,96512.0381903434,101016.49034719494,105108.7058795409,113039.48858871344,Taylorville
"Terre Haute, IN",IN,235,84395.51623067426,83653.85012777477,84059.07855225004,85205.30697583593,85550.03649593891,84734.5268912215,86046.5838645156,88721.15807860206,94781.26556760875,100736.28390532132,121833.70367827034,134387.2065326144,142736.34019473894,150439.21453856587,Terre Haute
"Texarkana, TX",TX,299,111165.91246005353,110850.27504562841,113427.24037242045,116363.76021860416,120001.81409015793,123204.41786294611,128599.89420882308,129369.12588453642,136282.96424062637,141623.72756943057,169597.18781830362,188137.42341200184,184658.9104321353,185612.37306173678,Texarkana
"The Dalles, OR",OR,849,173709.77780845747,160225.6081313189,155811.55035207604,157624.7556905908,165996.13075973347,173300.1944967924,190196.1782415956,210513.7785123836,237857.45962306633,260252.06180242856,341600.4207425003,385004.47069673665,380068.4383779932,386230.0230790011,The Dalles
"The Villages, FL",FL,329,200987.77038547196,198703.03361300766,194555.60260066867,207747.02251355784,235210.40860961098,253291.1608137317,250248.50896854347,253301.31586033574,264971.57767395076,281964.73038491077,319650.0484665847,402928.18564246345,407549.57312336605,399491.4612238071,The Villages
"Thomaston, GA",GA,843,66163.30899341004,61556.078921659435,60974.03312490892,62927.31086973477,65985.48205707177,67401.11897355538,71041.39932996522,71830.87134785175,79154.27433220224,89022.02166658711,124083.10781527184,149922.3813040507,163659.76776067924,175051.80829686442,Thomaston
"Thomasville, GA",GA,646,113966.59850460052,106601.59524733092,104327.80321810611,107047.12573936959,112869.65854154789,116120.42521766399,118996.13352467156,120490.66872488118,130045.78840626283,137528.55298969056,164251.309269848,189937.239689991,197641.89872149343,206924.97736107817,Thomasville
"Tiffin, OH",OH,570,88288.36592338861,86203.99024386723,86687.58801881192,89013.56564393929,90367.52151577976,94735.31217104597,98678.19616492133,102648.1914039156,107835.77891860611,111210.3336547822,138022.49822899955,151101.5865670214,152700.60256177836,162829.8139763302,Tiffin
"Tifton, GA",GA,688,131340.09604638486,124013.96770605572,121636.13991270249,123390.73773553398,126416.32849459305,127494.62256518309,131110.2748095445,131964.91412035262,138413.37744579013,146807.69864226747,171664.0595757029,191504.56898774987,200397.42670056678,205169.68962165868,Tifton
"Toccoa, GA",GA,848,86421.83773283966,80115.3612971655,78990.37148313229,83999.44601161688,88069.68559390685,89664.13668104028,93831.65196143619,99258.54237489669,110306.15399603953,125283.60474986541,170982.02375296885,205694.17487904368,214955.69485483682,231915.13573846582,Toccoa
"Toledo, OH",OH,93,97867.94168647304,92361.77906493784,90795.20483581249,93601.72995853226,97312.46664608647,102931.6448313583,109354.368184626,114439.85797401478,122000.72818036021,128517.25428562681,154665.6243463272,166297.69769082262,173752.71562451872,185803.93770071233,Toledo
"Topeka, KS",KS,199,106305.14042139186,103000.93307451495,103133.37112130651,104442.73261849489,105813.31241913536,107234.37649414597,109762.77798939384,113585.39578676778,119584.07880833671,126422.61149746906,154511.70875884482,174692.5522911151,186689.10795760862,198636.92904970073,Topeka
"Torrington, CT",CT,236,237617.2814125331,232801.0265621265,214955.32192744655,213478.3668750956,217875.01654107007,219503.2057054368,222632.681392698,228070.1132288836,233561.6263638318,234867.27234010317,295708.9741660522,331568.63343315193,355495.4092520917,388152.12342372263,Torrington
"Traverse City, MI",MI,287,151484.01345081383,146232.80603867155,155404.23776146086,168577.13841380464,181886.91641242683,194569.07490782405,204129.3347999321,216576.21541552528,230469.29599036466,240963.4429606675,307486.7272279173,353094.69943310454,372519.05928083876,391395.15320700133,Traverse City
"Trenton, NJ",NJ,142,262984.3492807449,241561.55623580507,226384.4044742173,226068.45033561814,237527.48504733483,240034.17299770378,246508.500636964,251500.4594045415,261210.75121437493,269600.9786557002,318414.375182253,356943.8612359599,386219.51088803256,422361.6088870636,Trenton
"Troy, AL",AL,788,,,,,,,128632.85627687139,126606.45522385514,125740.23525872559,130561.5121335638,145679.0549755543,160119.8377794292,159860.3028782007,160766.78240667112,Troy
"Truckee, CA",CA,389,321740.11175847985,291446.6529255957,276108.03663237253,309138.8878224537,350094.13693505543,375719.8962188963,400529.95548899943,430958.57416102244,465843.05238903005,475594.4474273731,594404.9915901144,650942.6847246509,614261.8470380072,614529.8009970639,Truckee
"Tucson, AZ",AZ,54,167058.60026005624,147145.67728590706,145590.63769162286,161579.91067191813,171134.75463373258,176058.0077770773,183341.83586867634,197643.74642295588,208554.48231522724,223564.28961393746,290991.60233856883,341667.8060952768,342125.66101637756,351305.0994144373,Tucson
"Tullahoma, TN",TN,374,120437.74896735523,117784.40547420568,118892.94388328085,119978.81245938317,123227.66265733319,130496.50668128532,140538.76080912712,150750.11347234997,161259.6094911786,176763.4599137509,229797.39361690148,273686.39922481583,283859.605307723,295693.7036816146,Tullahoma
"Tulsa, OK",OK,56,130034.29353463212,124771.37163417152,123504.41425615076,126442.54222899898,129690.8734206066,134881.06453461703,138864.54021676592,145936.08237644008,148874.890969213,155313.94286280926,192511.2605595286,218954.8703135563,228019.00103256304,237267.13997616203,Tulsa
"Tupelo, MS",MS,269,,,104780.52257234418,111271.33097851684,116427.14385885691,121716.87951954028,128925.8416161737,131352.4043109824,128630.46256001647,131363.92141144988,152733.43342575955,167866.40376279273,165795.81741986857,170091.8923756705,Tupelo
"Tuscaloosa, AL",AL,188,132884.24648597962,128403.64943127753,129767.21178394371,133438.45360018522,135567.42632252196,141358.5646946279,144432.51808129848,143487.03281283195,148919.0576264686,158212.50736466545,186198.9380524,204747.15740162416,212890.91274627252,215763.0386033725,Tuscaloosa
